Timestamp,IP Address,Country,Jobs Placed,Job Requested,Demo Request,Response Code,Page Accessed,User  Agent,Session ID,Sales Revenue,Payment Method,Satisfaction Rating
2025-01-12 23:51:05,178.222.5.240,Portugal,4,Technical Support Specialist,,304,/images/events.jpg,Opera/8.65.(Windows CE; sl-SI) Presto/2.9.180 Version/12.00,e0a2aec8-b4dd-4a78-83be-dd76459ce175,5566.38,Bank Transfer,3
2025-01-06 12:23:17,86.216.15.229,Portugal,2,Digital Transformation Consultant,,304,/index.html,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/3.1),30b2da71-e7e9-4657-b675-c914ebf89974,2608.9,Credit Card,5
2025-02-04 05:04:30,207.1.17.211,Portugal,6,Business Analyst,,404,/index.html,Opera/8.81.(X11; Linux x86_64; th-TH) Presto/2.9.173 Version/10.00,6c91c8f7-21af-46e2-acbc-9e6282356449,4464.07,Debit Card,1
2025-02-05 01:48:15,208.132.107.25,Japan,7,Software Engineer,,404,/prototype.php,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 11.0; Trident/5.1),7f4441f4-ddce-4412-9c9c-e565220a4295,7913.86,PayPal,5
2025-01-27 00:20:13,59.90.12.67,Jamaica,6,Digital Transformation Consultant,,200,/prototype.php,"Mozilla/5.0 (Linux; Android 4.4.3) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/16.0.828.0 Safari/533.1",b0bdf5f9-698a-42e2-88bc-40ae47154cad,5506.82,Credit Card,2
2025-03-07 16:04:28,197.74.2.220,Zimbabwe,3,Business Analyst,,404,/event.php,Opera/8.32.(X11; Linux i686; szl-PL) Presto/2.9.189 Version/12.00,9ae1f107-4966-4163-8230-5a0b4d9b0de2,8350.73,Bank Transfer,4
2025-02-10 10:41:42,142.193.114.123,USA,1,Software Engineer,,404,/prototype.php,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3 rv:4.0; kw-GB) AppleWebKit/533.50.5 (KHTML, like Gecko) Version/5.1 Safari/533.50.5",7dc0e99f-471b-49e7-9e73-3f62be3beac7,4695.13,PayPal,3
2025-01-10 09:02:20,194.177.215.254,Russia,5,Digital Transformation Consultant,,404,/prototype.php,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/7909-12-21 17:38:29 Firefox/3.6.14,bde9cfb4-9f8e-4b0d-8661-020e0fc03246,7758.94,Credit Card,2
2025-03-02 16:00:47,92.117.252.155,India,10,Software Engineer,,404,/event.php,"Mozilla/5.0 (iPad; CPU iPad OS 12_4_4 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) FxiOS/12.8j6805.0 Mobile/94F793 Safari/536.2",6c00abe3-3cfb-4cda-8e01-922943aa9e70,5370.19,Credit Card,2
2025-03-25 10:55:18,205.97.21.173,Australia,5,AI Research Scientist,,200,/index.html,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/9035-05-19 09:33:14 Firefox/3.8,13fc744c-d074-4f9e-9e15-920eb2e25b3b,3147.03,PayPal,3
2025-02-02 19:19:56,164.210.237.132,Jamaica,7,AI Solutions Architect,Promotional Event,200,/index.html,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/533.23.2 (KHTML, like Gecko) Version/5.0.2 Safari/533.23.2",2b7280bc-1779-4fbf-8801-349843f1f5ec,1989.5,Credit Card,1
2025-01-08 07:00:32,15.161.217.153,Zimbabwe,6,AI Solutions Architect,Scheduled Demo,304,/index.html,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_3) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/27.0.890.0 Safari/531.2",f87b8a45-b97a-488f-bda8-8a7f77590508,4766.74,Debit Card,1
2025-02-27 10:57:05,24.55.186.32,Germany,10,Digital Transformation Consultant,,200,/images/events.jpg,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/55.0.832.0 Safari/534.1",f102f312-44e5-4a65-96cf-50c93c88f880,9203.97,Bank Transfer,3
2025-01-22 16:39:42,179.183.77.45,Brazil,8,Data Scientist,,304,/event.php,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; ce-RU) AppleWebKit/535.18.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6535.18.7",a3ff0bd7-ab87-431e-9c64-0d0ee0f8af5d,7569.03,Credit Card,2
2025-02-20 06:44:46,175.139.243.223,Canada,5,Software Engineer,Scheduled Demo,200,/images/events.jpg,Opera/8.57.(Windows NT 5.1; is-IS) Presto/2.9.183 Version/11.00,b1e57288-5f32-4365-a08c-198f0108c8b1,8522.04,PayPal,2
2025-03-27 18:48:25,223.154.229.25,Germany,8,User  Experience (UX) Designer,,200,/scheduledemo.php,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_6 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) FxiOS/17.4z9907.0 Mobile/23K186 Safari/536.1",d2efe3e9-53f4-4a02-b808-02f601c1f26b,1175.58,Bank Transfer,1
2025-02-01 03:16:44,205.23.11.74,India,4,Marketing Specialist,,404,/scheduledemo.php,Opera/9.31.(Windows NT 6.2; dz-BT) Presto/2.9.186 Version/12.00,1a56adae-225a-416d-a8e4-58caa237a7d0,6312.77,PayPal,4
2025-03-29 10:29:23,114.194.203.184,Japan,1,AI Solutions Architect,AI-Powered Virtual Assistant,200,/scheduledemo.php,Mozilla/5.0 (Android 4.2.1; Mobile; rv:18.0) Gecko/18.0 Firefox/18.0,9d01a739-b1bb-4731-a5b4-e0f5cbb74555,8922.19,Bank Transfer,3
2025-02-17 00:58:50,179.117.130.128,Russia,1,AI Solutions Architect,AI-Powered Virtual Assistant,404,/images/events.jpg,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_0) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/62.0.823.0 Safari/531.0",b61b0363-003b-45f6-8122-941756c5df6f,1564.4,PayPal,1
2025-02-13 16:41:17,128.54.41.31,Spain,5,User  Experience (UX) Designer,,304,/event.php,Opera/9.71.(X11; Linux i686; wo-SN) Presto/2.9.175 Version/10.00,17934106-6ca9-478e-8cd8-f9de3503ed90,3790.66,Bank Transfer,2
2025-03-01 07:59:46,152.130.183.33,Jamaica,7,Data Scientist,,404,/images/events.jpg,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.2; Trident/5.0),f935bb53-4674-4de6-9786-aadeb8091c19,1979.43,Bank Transfer,1
2025-03-23 00:26:24,105.203.153.119,France,7,Data Scientist,AI-Powered Virtual Assistant,304,/scheduledemo.php,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_9; rv:1.9.5.20) Gecko/7352-04-09 11:52:49 Firefox/15.0,dc4736e6-f127-492e-9fd9-181685ef3b3b,5508.13,Bank Transfer,1
2025-01-05 15:54:36,100.165.230.45,Zimbabwe,4,Product Manager,Promotional Event,304,/images/events.jpg,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/25.0.834.0 Safari/533.0",a6c81b8b-ef22-4b1d-8561-fc47ff908fd7,9076.95,PayPal,5
2025-01-17 01:41:32,150.17.53.87,Zimbabwe,4,AI Solutions Architect,,200,/index.html,Opera/9.37.(X11; Linux i686; li-BE) Presto/2.9.171 Version/12.00,6e596f1d-7427-469b-89fa-66d3f0822170,7412.83,Bank Transfer,5
2025-01-04 22:15:10,33.59.19.247,Zimbabwe,3,Digital Transformation Consultant,Promotional Event,200,/images/events.jpg,"Mozilla/5.0 (Linux; Android 2.0.1) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/15.0.863.0 Safari/532.1",1b45fb72-8cd2-44fc-b612-836e3cfc4001,5281.03,PayPal,1
2025-01-06 12:17:05,77.51.37.50,Zambia,4,AI Solutions Architect,,404,/scheduledemo.php,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.2; Trident/5.0),10c35e4c-dce3-4630-9424-23957b417f37,6678.94,PayPal,4
2025-02-12 22:53:10,221.100.116.212,Zimbabwe,1,AI Research Scientist,Promotional Event,200,/scheduledemo.php,"Mozilla/5.0 (Linux; Android 2.3.2) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/39.0.891.0 Safari/531.2",17039d40-5504-49c7-8622-3c7baab7f3cc,5419.0,Debit Card,5
2025-04-01 10:30:42,33.139.163.241,Australia,9,Marketing Specialist,,404,/prototype.php,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Trident/4.1),1f3f0f5d-5883-47d5-ac10-fa7a94c667f1,6852.39,Credit Card,1
2025-03-27 17:03:35,172.68.32.43,Russia,6,Technical Support Specialist,,404,/images/events.jpg,"Mozilla/5.0 (iPad; CPU iPad OS 6_1_6 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) FxiOS/9.9r8054.0 Mobile/69F087 Safari/531.1",a6176f3c-e378-4886-a94b-fc8fc43a0785,7619.24,PayPal,5
2025-03-30 09:27:14,205.99.74.148,Brazil,1,User  Experience (UX) Designer,,200,/index.html,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/4.0),aa64bd32-ba7d-4600-8245-b8f03c82a6c4,5130.76,PayPal,4
2025-01-11 23:43:54,177.120.158.55,Australia,9,AI Research Scientist,Scheduled Demo,304,/index.html,"Mozilla/5.0 (Linux; Android 7.1.2) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/43.0.898.0 Safari/535.1",a77a8282-283d-4f80-9332-9cc8f115882e,6397.43,PayPal,5
2025-03-31 03:51:00,22.88.77.30,Jamaica,3,Technical Support Specialist,,200,/index.html,"Mozilla/5.0 (iPad; CPU iPad OS 17_1 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) FxiOS/15.8y4413.0 Mobile/60I079 Safari/535.1",a90df9a4-636b-4627-8f67-de8cd616ae1c,9217.84,Debit Card,5
2025-01-10 11:02:55,92.31.43.255,Germany,2,Business Analyst,Promotional Event,404,/event.php,"Mozilla/5.0 (iPad; CPU iPad OS 17_1 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) CriOS/21.0.830.0 Mobile/32U923 Safari/532.2",36abc1df-7f60-4cf9-a754-68b72737a4af,4591.88,Debit Card,2
2025-03-09 19:56:45,200.48.57.79,Netherlands,4,Technical Support Specialist,Promotional Event,304,/scheduledemo.php,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 10.0; Trident/4.1),631c0071-f5d1-41e5-bf1c-aecde5a853b8,9395.79,Credit Card,3
2025-01-02 11:10:26,37.146.47.255,Jamaica,6,AI Research Scientist,,304,/index.html,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.2; Trident/5.1),554ddb2d-f2ff-4f47-8db6-1d5516121f09,4202.81,Bank Transfer,1
2025-01-12 10:07:58,140.23.211.101,USA,8,Software Engineer,,304,/images/events.jpg,Opera/9.88.(X11; Linux i686; fil-PH) Presto/2.9.161 Version/10.00,990a5ec7-5780-4cca-9dea-b1e15658d2b0,4073.92,PayPal,1
2025-03-04 14:31:44,187.247.66.4,USA,8,Digital Transformation Consultant,Scheduled Demo,200,/index.html,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.01; Trident/5.1),36e77481-ae76-4b2b-8db1-f380887171f9,6515.93,Bank Transfer,2
2025-02-10 10:47:16,176.205.222.194,Zambia,10,Software Engineer,,304,/images/events.jpg,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/47.0.877.0 Safari/533.0",a467a5fd-d058-4abf-ad29-35703e33c851,8072.7,Credit Card,3
2025-03-26 15:39:18,203.250.129.109,Australia,6,Data Scientist,,200,/prototype.php,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/4.0),f13d3291-ccc6-493c-8682-55264d1f0a7c,1588.56,Credit Card,1
2025-04-02 01:36:51,22.222.127.35,Canada,2,Business Analyst,Promotional Event,200,/scheduledemo.php,Mozilla/5.0 (Windows NT 6.2; sc-IT; rv:1.9.2.20) Gecko/8724-01-10 18:28:31 Firefox/3.8,577468dd-4d5a-4767-8c99-83dc3d806285,3873.95,PayPal,5
2025-03-18 22:12:23,59.246.148.247,India,2,Digital Transformation Consultant,,200,/scheduledemo.php,"Mozilla/5.0 (Windows 98) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/59.0.817.0 Safari/536.2",f2cb3274-7147-461b-b672-362c33094d97,5634.39,PayPal,2
2025-02-07 22:38:24,76.179.224.14,Zimbabwe,10,Software Engineer,Promotional Event,200,/images/events.jpg,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/4.1),772ca611-dc5b-4b41-bd81-ca946190e872,1145.44,Debit Card,5
2025-03-23 14:40:27,10.180.40.236,India,7,Business Analyst,Scheduled Demo,304,/prototype.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Win 9x 4.90; Trident/4.1),901104b5-83e2-4f9c-b35c-57e93e1cf4c6,5491.66,Bank Transfer,5
2025-03-15 01:33:03,108.2.20.9,Russia,5,User  Experience (UX) Designer,,304,/event.php,Opera/9.90.(Windows 95; lv-LV) Presto/2.9.190 Version/10.00,88ad1074-a2bc-4307-9552-d787a27f600c,4945.12,Credit Card,1
2025-01-11 16:17:21,218.252.126.210,Russia,3,Marketing Specialist,,304,/prototype.php,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/535.2.3 (KHTML, like Gecko) Version/4.0.3 Safari/535.2.3",c9e036dc-1d1c-4e0d-8aa5-0be6060e42ed,9681.92,Debit Card,1
2025-02-24 13:44:12,117.80.178.192,Brazil,2,Business Analyst,Promotional Event,404,/images/events.jpg,"Mozilla/5.0 (iPad; CPU iPad OS 17_1_2 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) FxiOS/14.0d4937.0 Mobile/70W327 Safari/533.1",cdf4208e-0e89-45c1-97d9-039ea2a7c586,3060.16,Debit Card,1
2025-01-16 17:16:49,116.68.147.148,Zambia,10,Software Engineer,,304,/index.html,Opera/9.90.(Windows NT 6.0; tg-TJ) Presto/2.9.186 Version/11.00,ef326830-9f9d-4aca-8069-82080e6cf804,1170.03,Credit Card,5
2025-02-19 10:51:26,162.45.233.174,Japan,9,Digital Transformation Consultant,Promotional Event,404,/event.php,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_6; rv:1.9.5.20) Gecko/3004-12-21 16:19:48 Firefox/3.8,003e7a54-3ae5-4122-94c9-5b59191522e1,1543.7,Credit Card,3
2025-03-05 13:36:52,118.4.43.72,Germany,5,Marketing Specialist,Promotional Event,404,/prototype.php,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_6 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) CriOS/29.0.858.0 Mobile/50X669 Safari/534.0",4710cde5-7028-4dd0-8293-80fe1f68823b,9710.2,Credit Card,1
2025-03-22 15:14:26,51.168.51.94,Australia,10,Business Analyst,AI-Powered Virtual Assistant,200,/scheduledemo.php,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/534.2.2 (KHTML, like Gecko) Version/4.1 Safari/534.2.2",7d7dff0d-a4cc-4c86-8e3a-ae1fcdd67a07,2112.33,Credit Card,2
2025-01-23 17:52:24,71.111.89.132,India,4,Software Engineer,AI-Powered Virtual Assistant,404,/prototype.php,Mozilla/5.0 (Windows CE; si-LK; rv:1.9.2.20) Gecko/5255-06-19 11:27:41 Firefox/3.6.9,51f7a51b-f330-4844-84fa-795d624ee616,6027.87,Bank Transfer,5
2025-03-06 12:44:18,124.53.143.112,Japan,2,Product Manager,Promotional Event,304,/index.html,Mozilla/5.0 (Android 4.1; Mobile; rv:57.0) Gecko/57.0 Firefox/57.0,1f9b3d63-6749-4a3d-a1b3-d73285632304,8301.03,Bank Transfer,3
2025-02-05 18:59:08,31.30.6.236,Zimbabwe,1,Business Analyst,Promotional Event,304,/index.html,Opera/8.49.(Windows CE; st-ZA) Presto/2.9.169 Version/11.00,e696bd20-f4a7-427b-9672-93d59a89fe09,8773.34,Debit Card,5
2025-03-24 12:31:07,164.228.114.84,Japan,6,Marketing Specialist,AI-Powered Virtual Assistant,304,/prototype.php,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_4) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/28.0.813.0 Safari/534.1",00cec722-61e5-4e34-ab48-c7b50915de04,1367.29,Bank Transfer,5
2025-01-03 07:52:23,201.63.75.232,Spain,7,Technical Support Specialist,,304,/scheduledemo.php,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.01; Trident/3.1),3a6db0df-1189-47b2-95e7-5a43d2f9ebaa,7031.56,Bank Transfer,4
2025-02-09 09:20:06,96.66.161.175,USA,7,Marketing Specialist,Promotional Event,304,/event.php,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/532.23.5 (KHTML, like Gecko) Version/5.0.3 Safari/532.23.5",0e102b23-32b8-4db6-89e0-4615844b361c,8335.33,Credit Card,4
2025-03-25 07:37:18,51.7.136.109,UK,2,Technical Support Specialist,Scheduled Demo,304,/scheduledemo.php,Opera/8.81.(X11; Linux x86_64; th-TH) Presto/2.9.171 Version/10.00,7d30e964-d93f-4e44-b85d-d43d00a002f8,1024.93,Credit Card,5
2025-01-26 15:09:21,121.122.172.8,Zambia,4,Digital Transformation Consultant,,200,/event.php,Opera/8.31.(Windows CE; or-IN) Presto/2.9.176 Version/12.00,267fb9fd-29cc-487f-a7a7-c929166cc6bc,8571.45,PayPal,3
2025-03-24 23:03:20,161.60.56.15,Australia,2,Product Manager,,200,/scheduledemo.php,Opera/9.26.(X11; Linux i686; yue-HK) Presto/2.9.174 Version/10.00,91b1a8df-d1be-4d28-ae18-fa22f92c81b9,3856.41,Bank Transfer,2
2025-02-01 07:25:09,55.8.83.2,China,3,Business Analyst,Promotional Event,304,/scheduledemo.php,Mozilla/5.0 (Android 2.0.1; Mobile; rv:59.0) Gecko/59.0 Firefox/59.0,bc6a9d06-8f70-4835-9988-fb5588d695cf,6170.69,PayPal,5
2025-01-30 06:21:53,146.225.220.45,Brazil,7,Digital Transformation Consultant,,404,/index.html,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.2; Trident/5.1),2c32bd8a-1077-467d-920b-73670d062351,8512.23,Debit Card,1
2025-02-24 14:31:57,194.190.69.188,Australia,7,Product Manager,,304,/event.php,Opera/9.12.(Windows 98; bo-CN) Presto/2.9.167 Version/12.00,4db54896-ae63-466e-94bb-1d79859e878a,7190.14,Bank Transfer,4
2025-03-06 11:27:31,94.247.194.79,Canada,2,Business Analyst,,304,/scheduledemo.php,Opera/8.63.(Windows NT 11.0; ko-KR) Presto/2.9.164 Version/10.00,c6582ae5-eb1c-46ac-820c-96c808460add,2607.47,Credit Card,2
2025-01-17 05:17:04,74.207.99.134,Japan,5,Software Engineer,,200,/images/events.jpg,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.2; Trident/5.1),303a20f2-a54e-4c5f-bffd-38afc46d2f50,8630.19,Debit Card,5
2025-03-29 11:31:09,132.13.72.233,China,7,AI Research Scientist,,200,/prototype.php,Opera/9.29.(Windows NT 10.0; et-EE) Presto/2.9.187 Version/12.00,d3b6defa-77c7-42c8-86ce-7d74e541ebba,4100.5,Debit Card,4
2025-03-07 11:55:27,42.110.72.125,UK,2,Product Manager,,304,/prototype.php,Opera/9.10.(X11; Linux x86_64; km-KH) Presto/2.9.163 Version/12.00,601bde6b-e01c-46f5-a053-dd805c19f9fd,8401.79,PayPal,1
2025-03-15 13:17:08,96.207.86.93,Brazil,10,Technical Support Specialist,,200,/images/events.jpg,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/21.0.821.0 Safari/533.2",4a2d81a0-d20e-42e2-8c02-7fd03c13cefd,2405.72,Debit Card,2
2025-02-27 12:19:35,115.250.188.41,USA,3,Product Manager,Promotional Event,304,/scheduledemo.php,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/47.0.800.0 Safari/534.1",97d64428-e3f5-4e94-bd3f-8cb35494741f,2680.15,Bank Transfer,4
2025-03-09 18:07:13,58.145.230.84,Zimbabwe,3,Business Analyst,AI-Powered Virtual Assistant,404,/index.html,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/3.0),df2fe71f-52d3-4648-8f91-314bad7526ce,7708.65,Debit Card,1
2025-03-31 12:07:44,49.91.131.87,UK,10,User  Experience (UX) Designer,Scheduled Demo,404,/scheduledemo.php,Opera/9.41.(X11; Linux i686; kw-GB) Presto/2.9.173 Version/11.00,8880a149-557d-4e6c-a91e-04fb0139d1a7,1813.57,PayPal,1
2025-02-24 16:29:27,98.62.78.39,Spain,5,AI Research Scientist,,304,/event.php,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/4.0),185b4a25-8f21-4071-9491-be620025c13f,6231.57,Debit Card,1
2025-03-06 10:45:18,61.104.108.255,Japan,6,AI Solutions Architect,,404,/scheduledemo.php,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; mni-IN) AppleWebKit/534.15.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6534.15.5",6f2be77d-66b3-4726-9995-7dafca14423e,2250.47,Debit Card,2
2025-03-22 03:40:00,78.248.40.143,Zimbabwe,3,User  Experience (UX) Designer,,304,/event.php,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_1 rv:3.0; aa-ER) AppleWebKit/533.18.2 (KHTML, like Gecko) Version/5.0 Safari/533.18.2",b13eab77-ff7a-4206-8084-9aed1c56ceae,8672.44,Debit Card,2
2025-01-25 18:20:47,178.225.109.221,Australia,2,Business Analyst,,200,/prototype.php,Opera/9.13.(X11; Linux x86_64; en-PK) Presto/2.9.180 Version/12.00,4cfdd8c9-e2c9-4b2c-bf88-90b175df78be,1210.71,PayPal,5
2025-01-10 09:33:41,16.243.248.210,Zimbabwe,4,AI Solutions Architect,AI-Powered Virtual Assistant,304,/index.html,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_3 rv:6.0; szl-PL) AppleWebKit/535.11.2 (KHTML, like Gecko) Version/4.0 Safari/535.11.2",6c3e6c59-f814-490d-bcfb-7c873b840e37,7756.12,Debit Card,5
2025-03-04 15:39:20,185.226.137.216,Australia,7,Business Analyst,Promotional Event,304,/event.php,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.01; Trident/3.1),a4cb502b-156c-4b25-8a55-76990fe381a7,9029.01,PayPal,3
2025-01-14 14:26:53,11.161.248.213,USA,5,Product Manager,AI-Powered Virtual Assistant,200,/scheduledemo.php,"Mozilla/5.0 (Linux; Android 4.1.2) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/46.0.813.0 Safari/534.2",d47aef05-27a3-47e6-ac52-3bd83348aa21,7325.18,Credit Card,4
2025-03-13 02:54:49,135.240.82.126,France,6,Digital Transformation Consultant,,200,/scheduledemo.php,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_8 rv:2.0; ca-AD) AppleWebKit/535.34.1 (KHTML, like Gecko) Version/4.0.4 Safari/535.34.1",ff2e9ef2-376a-4806-ab8b-8353c1bdca4c,2384.76,Debit Card,4
2025-01-10 21:14:00,120.73.50.203,Japan,3,Technical Support Specialist,Promotional Event,404,/scheduledemo.php,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/37.0.896.0 Safari/534.1",9f37808b-2516-446c-b9e9-fa944a63340c,6146.48,Bank Transfer,2
2025-01-30 00:27:38,2.8.231.18,Portugal,5,Product Manager,AI-Powered Virtual Assistant,304,/index.html,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_2) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/41.0.893.0 Safari/531.1",1f46693a-84c5-4bdb-9cf9-73b829052fa4,3640.09,Bank Transfer,2
2025-01-22 00:14:39,62.40.242.140,Zimbabwe,10,Product Manager,AI-Powered Virtual Assistant,200,/scheduledemo.php,Opera/8.82.(Windows 98; Win 9x 4.90; nb-NO) Presto/2.9.185 Version/12.00,ff2fd8c0-913e-4897-ac9c-b1706a710faf,9663.09,Bank Transfer,1
2025-03-15 11:47:23,110.9.238.76,Spain,5,AI Solutions Architect,,304,/images/events.jpg,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) FxiOS/16.2l5538.0 Mobile/46K146 Safari/532.1",33e02c43-bb52-4ac0-b2ba-b56b3cf9dd99,7878.05,Credit Card,3
2025-01-16 00:04:54,167.169.147.96,China,2,Software Engineer,,200,/index.html,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.01; Trident/5.1),75dde4ad-ae78-4473-9be4-f67f95b255aa,7042.46,Debit Card,1
2025-02-15 18:32:36,4.41.35.121,Netherlands,2,Marketing Specialist,,304,/prototype.php,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; lij-IT) AppleWebKit/533.48.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6533.48.7",5fb06455-1b69-4aa8-af12-5e2304fc8b94,6613.37,Credit Card,5
2025-01-02 22:39:46,189.60.33.21,Russia,4,Data Scientist,AI-Powered Virtual Assistant,200,/event.php,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 11.0; Trident/4.1),d81cd23e-2446-44e5-a097-8d9cfa770408,6002.22,Bank Transfer,4
2025-02-17 02:26:20,159.187.179.44,Netherlands,10,Technical Support Specialist,Scheduled Demo,304,/event.php,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/8017-05-05 16:23:39 Firefox/3.6.4,46529332-aa6f-4bbb-8750-e60b952124df,3393.19,PayPal,3
2025-02-13 08:59:54,99.26.192.167,Portugal,9,Data Scientist,Scheduled Demo,200,/event.php,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_1 rv:5.0; or-IN) AppleWebKit/535.32.2 (KHTML, like Gecko) Version/4.0 Safari/535.32.2",028fbe6c-2e3d-4e9b-a507-21c9eb09efc0,7853.0,PayPal,4
2025-03-04 07:21:02,128.42.91.141,Brazil,8,Business Analyst,Scheduled Demo,200,/scheduledemo.php,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/535.31.5 (KHTML, like Gecko) Version/5.0 Safari/535.31.5",9d220a48-6b75-4eed-8dcd-af58f727469a,3177.36,Credit Card,4
2025-03-24 08:27:21,198.195.77.141,UK,9,Data Scientist,AI-Powered Virtual Assistant,200,/scheduledemo.php,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Win 9x 4.90; Trident/4.0),b15a54de-26ec-4217-9c9c-8c5ae2796d6e,3125.31,Bank Transfer,5
2025-04-02 01:16:18,18.200.123.108,Zimbabwe,10,Product Manager,,304,/event.php,Mozilla/5.0 (compatible; MSIE 5.0; Windows 95; Trident/4.0),195df423-3bfa-4960-a556-937fb2fdf050,9025.98,PayPal,2
2025-01-17 08:36:01,192.120.77.122,USA,8,AI Solutions Architect,,304,/index.html,Opera/8.38.(Windows NT 4.0; ha-NG) Presto/2.9.161 Version/11.00,e34218ed-353d-4fdd-85e6-5d8fca8d1a3a,6155.71,PayPal,2
2025-02-13 16:34:12,197.140.177.24,Portugal,8,AI Research Scientist,Promotional Event,304,/event.php,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_0 rv:6.0; tn-ZA) AppleWebKit/533.38.4 (KHTML, like Gecko) Version/4.1 Safari/533.38.4",5e971839-753a-48e4-95e8-2b36ce5b6f13,8907.73,Debit Card,4
